"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"391","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","903","7","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"392","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","909","9","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"393","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","909","9","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"394","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","928","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"395","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","928","17","CyclomaticComplexity","The method 'getReferenceFields(String, String, String)' has a cyclomatic complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"396","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","936","9","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"397","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","936","9","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"398","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","944","9","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"399","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","944","9","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"400","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","970","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"401","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","970","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"402","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","1","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"403","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","1","21","StdCyclomaticComplexity","The class 'ExternalOrgDmlService' has a Standard Cyclomatic Complexity of 12 (Highest = 22).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"404","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","1","21","CognitiveComplexity","The class 'ExternalOrgDmlService' has a total cognitive complexity of 174 (highest 61), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"405","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","1","21","CyclomaticComplexity","The class 'ExternalOrgDmlService' has a total cyclomatic complexity of 111 (highest 32).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"406","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","2","10","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"407","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","19","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"408","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","19","17","StdCyclomaticComplexity","The method 'insertRecordsCurrent' has a Standard Cyclomatic Complexity of 20.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"409","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","19","17","NcssMethodCount","The method 'insertRecordsCurrent()' has an NCSS line count of 82 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"410","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","19","17","CognitiveComplexity","The method 'insertRecordsCurrent(String, List<Map<String, Object>>)' has a cognitive complexity of 45, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"411","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","19","17","CyclomaticComplexity","The method 'insertRecordsCurrent(String, List<Map<String, Object>>)' has a cyclomatic complexity of 28.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"412","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","48","11","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"413","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","48","11","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"414","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","62","13","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"415","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","62","13","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"416","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","113","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"417","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","113","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"418","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","120","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"419","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","120","17","StdCyclomaticComplexity","The method 'updateRecordsCurrent' has a Standard Cyclomatic Complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"420","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","120","17","NcssMethodCount","The method 'updateRecordsCurrent()' has an NCSS line count of 88 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"421","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","120","17","CognitiveComplexity","The method 'updateRecordsCurrent(String, List<Map<String, Object>>)' has a cognitive complexity of 45, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"422","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","120","17","CyclomaticComplexity","The method 'updateRecordsCurrent(String, List<Map<String, Object>>)' has a cyclomatic complexity of 29.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"423","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","149","11","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"424","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","149","11","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"425","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","218","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"426","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","218","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"427","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","225","17","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"428","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","225","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"429","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","240","17","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"430","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","240","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"431","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","255","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"432","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","264","7","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"433","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","264","7","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"434","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","277","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"435","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","277","18","StdCyclomaticComplexity","The method 'sendBatch' has a Standard Cyclomatic Complexity of 22.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"436","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","277","18","NcssMethodCount","The method 'sendBatch()' has an NCSS line count of 90 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"437","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","277","18","CognitiveComplexity","The method 'sendBatch(String, String, String, List<Map<String, Object>>, String)' has a cognitive complexity of 61, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"438","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","277","18","CyclomaticComplexity","The method 'sendBatch(String, String, String, List<Map<String, Object>>, String)' has a cyclomatic complexity of 32.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"439","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","296","9","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"440","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","296","9","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"441","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","344","21","ApexSuggestUsingNamedCred","Suggest named credentials for authentication","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsuggestusingnamedcred","Security","pmd"
"442","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","372","15","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"443","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","403","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"444","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","403","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"445","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDmlService.cls","410","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
